Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,CARE,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
GOBI DESERT,Closeouts,,$221.25,$383.50,SOFT LIGHT BROWN,APPROX. 59 sq ft,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Gobi Desert is a very nice leather that will bring your project to life beautifully at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/7061ee312210ff199fca5e49e3bdfd40/k/1/k1690_gobi_dessert_c2_1_1_1.jpg,,https://www.leatherhidestore.com/k1690-gobi-dessert-leather-upholstery-cowhide.html
ANTIQUE CHEST,Closeouts,,$161.95,$215.25,MULTITONE TANS AND BLACK,Approx 41 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Antique Chest is a beautiful leather, with a unique color, at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on, and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1017_antique_chest_c1.jpg,,https://www.leatherhidestore.com/k1017-antique-chest.html
STONE MOUNTAIN DISTRESS,Closeouts,,$217.30,,RICH DARK TAUPE,APPROX. 53 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL FRAIN,"Stone Mountain Distress is infused with a blend of oils and waxes giving it the prized pull-up effect. The ""pull-up"" is a soft burst of lightener tones that results from the leather being pulled or stretched during upholstery. Leather will also have subtle natural markings with most blending seamlessly into the bold character of the leather. Subtle variation in tone within the hide and hide to hide are to be expected. We are very proud to offer this beautiful premium full grain leather at an exceptional value. Approx Weight 2.6 - 3.0 oz/sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/6/k682_stone_mtn._distress_c2.jpg,,https://www.leatherhidestore.com/k682-stone-mtn.html
GOLDEN TOPAZ,Closeouts,,$217.30,$344.50,RICH GOLDEN TAN,APPROX 53 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,SMALL PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Golden Topaz is a buttery soft, heavyweight leather. Plush, and richly colored, this hide is both soft and strong. The perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on, and most of all enjoyed. Order a sample today, while this leather is available, so you can see and feel how the leather will work for your project. Approx Weight 3.0 - 3.5 oz / sq ft Approx Thickness 1.2 - 1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1002_soft_honey_gold_c1.jpg,,https://www.leatherhidestore.com/k1002-golden-topaz.html
TOASTED MARSHMALLOW,Closeouts,,$195.00,$273.00,SOFT TAN,APPROX 52 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Toasted Marshmallow is a very nice leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/7/k749_toasted_marshmallow_c1_1.jpg,,https://www.leatherhidestore.com/k749-toasted-marshmallow-1.html
FLAGSTONE,Closeouts,,$178.75,$275.00,STONE GREY,APPROX. 55 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Very nice leather! Approx Weight 2.6 oz/sq.ft. Approx Thickness: 1.0-1.2mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1696_flagstone_c1_2.jpg,,https://www.leatherhidestore.com/k1696-flagstone.html
SOFT STONE,Closeouts,,$199.50,$285.00,LIGHT TAUPE / LATTE,Approx 57 sq ft,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Very nice leather at an excellent price! Approx Weight 2.6 oz/sq.ft. Approx Thickness: 1.0-1.2mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/e72ff7adcfada4d1db9057af258d4278/-/k/-kgrhqiokjoe4h6lbje-bord4spvgq-0_1_2797_1_1.jpg,,https://www.leatherhidestore.com/k1326-soft-stone.html
DUST BUNNY,Closeouts,,$210.00,$294.00,SOFT TAUPE,APPROX 56 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Dust Bunny is a very nice leather at a price that anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses, It's meant to be seen, admired, lived on and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k900_dust_bunny_c1.jpg,,https://www.leatherhidestore.com/k900%20dust%20bunny.html
NOTRE DAME,Closeouts,,$208.00,$396.50,PALE GREY,APPROX 52 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,This is beautiful leather at an excellent price! Approx Weight 2.6 - 3.0 oz/sq ft. Approx Thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/3/k333_notre_dame_wc1_1.jpg,,https://www.leatherhidestore.com/k333-notre-dame-1.html
HISTORIC TAN,Closeouts,,$183.75,$257.25,SANDY TAN,APPROX 49 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Historic Tan is a very nice leather at a price anyone can afford. This is a soft and very durable leather that is ideal for high traffic uses. We always recommend ordering a sample as the best way to ensure that the leather will work for your project!! Order a sample today before these hides are gone. Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k879_hictoric_tan_c2_1.jpg,,https://www.leatherhidestore.com/k879-a%20historic%20tan.html
ANTIQUE CHEST,Closeouts,,$233.05,$309.75,MULTITONE TANS AND BLACK,Approx 59 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Antique Chest is a beautiful leather, with a unique color, at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on, and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1017_antique_chest_c1_1_1_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/31521/s/k1017-c-antique-chest/
HAZEL WOOD,Closeouts,,$200.90,$318.50,NATURAL TAUPE,APPROX 49 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Hazel Wood is a very nice, heavyweight, premium full-grain leather at an excellent price. This leather is also super versatile and can be used in a wide variety of applications, from residential to commercial, furniture, auto to aircraft and marine upholstery. Order a sample today while they last to see how it looks in your home, car plane or boat!! Approx Weight 3.0-3.5 oz / sq ft Approx Thickness 1.2 - 1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k861_hazel_wood_c1.jpg,,https://www.leatherhidestore.com/k862%20hazel%20wood.html
SEATTLE HAZE,Closeouts,,$221.40,$351.00,RICH TAUPE,APPROX 54 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,SMOOTH GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,Seattle Haze is very nice premium full grain leather at an excellent pice. Apprx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/6/k663_seattle_haze_c1_2.jpg,,https://www.leatherhidestore.com/k663-seattle-haze.html
ANTIQUE CHEST,Closeouts,,$181.70,$241.50,MULTITONE TANS AND BLACK,Approx 46 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Antique Chest is a beautiful leather, with a unique color, at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on, and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1017_antique_chest_c1_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/31519/s/k1017-a-antique-chest/
BANYAN GROVE,Closeouts,,$180.40,$286.00,DARK TAUPE,APPROX 44 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Banyan Grove is the total package. A luxury leather at a price anyone can afford! This is a soft and very durable premium full-grain leather that is ideal for high-traffic uses. This hide offers everything necessary to make a lasting impression, with a stylish color that will compliment any project and the leather, and a beautiful, soft feel. We are proud to offer this beautiful leather at an excellent price. Get yours while it lasts! Order a sample today before these hides are gone! Approx Weight  2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1063_banyon_grove_c1.jpg,,https://www.leatherhidestore.com/k-1063-banyan-grove.html
BEACH WOOD DISTRESS,Closeouts,,$239.00,,RICH DARK TAUPE,APPROX. 58 sq ft,CLOSEOUT ITEM,STANDARD,SMOOTH GRAIN TEXTURE,MEDIUM SHEEN,SILKY SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL ANILINE DYED ON EUROPEAN STEER,"Made in Italy, New London is a bold, sumptuous pull-up leather. Finished with full aniline dyes on European hides, New London is a signature leather for individuals that prize the beauty and rich character of strong pull-up leather. New London's waxy finish is intended to distress and ""burst with lighter tones"" but the original coloring can be returned by working the leather by hand with a quality leather conditioner. With use, the patina of the New London will only improve developing a rich, timeless look. Some subtle natural markings may be present with most blending seamlessly into the bold character of the leather. Subtle variations in tone within the hide and hide to hide are to be expected. Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/t/a/taupestone1.jpg,,https://www.leatherhidestore.com/new-london-beachwood-leather-hide.html
IRON BRONZE,Closeouts,,$212.50,$337.50,2-TONE METALLIC BRONZE,APPROX. 50 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Very nice leather with a gorgeous metallic color. Excellent leather at an exceptional price! Approx Weight 2.6 - 3.0 oz/sq.ft. Approx Thickness: 1.0-1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k92_iron_bronze_c2_1.jpg,,https://www.leatherhidestore.com/k92-iron-bronze-leather-upholstery-1.html
FLAGSTONE,Closeouts,,$221.00,$340.00,STONE GREY,APPROX. 68 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Very nice leather! Approx Weight 2.6 oz/sq.ft. Approx Thickness: 1.0-1.2mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1696_flagstone_c1_3.jpg,,https://www.leatherhidestore.com/k1696-flagstone-1.html
SMOKEY SHADOW,Closeouts,,$168.75,$236.25,SOFT TAUPE,APPROX 45 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Smokey Shadow is a lovely leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k819_smokey_shadow_c1.jpg,https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg,https://www.leatherhidestore.com/k819%20smokey%20shadow.html
K1326-B SOFT STONE,Closeouts,,$157.75,$235.00,LIGHT TAUPE / LATTE,Approx 47 sq ft,STOCK ITEM,STANDARD,NATURAL,MEDIUM,VERY SOFT,EXCELLENT,"BEAUTIFUL, SOFT LEATHER! HIDE HAS A HUMP HOLE BUT SHOULD HAVE NO IMPACT ON YIELD, Approx Weight 2.6 oz/sq.ft. Approx Thickness: 1.0-1.2mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/e72ff7adcfada4d1db9057af258d4278/-/k/-kgrhqiokjoe4h6lbje-bord4spvgq-0_1_2799_1_1.jpg,,https://www.leatherhidestore.com/k1326-b-soft-stone.html
DUST BUNNY,Closeouts,,$168.75,$236.25,SOFT TAUPE,APPROX 45 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Dust Bunny is a very nice leather at a price that anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses, It's meant to be seen, admired, lived on and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k900_dust_bunny_c1_1.jpg,,https://www.leatherhidestore.com/k900-a%20dust%20bunny.html
BUTTERCUP,Closeouts,,$183.75,$257.25,CREAMY TAN,Approx 49 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Buttercup is a lovely leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1067_buttercup_tan_c2_2_1.jpg,,https://www.leatherhidestore.com/k1067-a-buttercup.html
ANTIQUE CHEST,Closeouts,,$209.35,$278.25,MULTITONE TANS AND BLACK,Approx 53 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Antique Chest is a beautiful leather, with a unique color, at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on, and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1017_antique_chest_c1_1_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/31520/s/k1017-b-antique-chest/
NOTRE DAME,Closeouts,,$233.70,$370.50,PALE GREY,APPROX 57 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Notre Dame is the true meaning of luxury leather with its gorgeous color and the buttery soft feel it has in your hand. This leather is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen, admired, lived on and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how this leather will work for your project. Approx Weight 2.6 - 3.0 oz/sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/3/k333_notre_dame_wc1.jpg,,https://www.leatherhidestore.com/k333-notre-dame.html
WARM SUGAR COOKIE,Closeouts,,$151.70,$240.50,CREAM,Approx 37 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,BUTTERY SOFT,EXCELLENT,"Warm Sugar Cookie is a beautiful, buttery soft leather at a great price. Offering a pebbled texture and made for high traffic use, we are proud to offer this premium full-grain leather at a price anyone can afford. Approx Weight: 3.0 oz/sq.ft. Approx Thickness: 1.4-1.5mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/i/m/img_1613_2.jpg,,https://www.leatherhidestore.com/k1068-buttercup-tan-leather-upholstery-cow-hide-skins-3.html
BANYAN GROVE,Closeouts,,$143.50,$227.50,DARK TAUPE,APPROX 35 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Banyan Grove is the total package. A luxury leather at a price anyone can afford! This is a soft and very durable premium full-grain leather that is ideal for high-traffic uses. This hide offers everything necessary to make a lasting impression, with a stylish color that will compliment any project and the leather, and a beautiful, soft feel. We are proud to offer this beautiful leather at an excellent price. Get yours while it lasts! Order a sample today before these hides are gone! Approx Weight  2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1063_banyon_grove_c1_1.jpg,,https://www.leatherhidestore.com/k-1063-a-banyan-grove.html
BUTTERCUP,Closeouts,,$258.75,$362.25,CREAMY TAN,Approx 69 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Buttercup is a lovely leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1067_buttercup_tan_c2_2.jpg,,https://www.leatherhidestore.com/k1067-buttercup.html
METALLIC FROST,Closeouts,,$199.75,$317.25,METALLIC IVORY,Approx 47 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH A LIGHT WAXY FEEL,EXCELLENT,Metallic Frost is a gorgeous leather with a supple distressed look.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_58_2.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32832/s/k1118-metallic-frost/category/1991/
