Product Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,Care,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
PURPLE SUEDE,Shop By Color,,$115.00,$160.00,RICH PURPLE,Approx 20 sq ft,STOCK ITEM,NUBUCK,SUEDE,MATTE SHEEN,SILKY SOFT,PREMIUM SUEDE,"Premium Italian suede is here!!! Nothing beats the silky soft touch of this gorgeous Purple Suede - ideal for upholstery, handbags, and general leathercraft. The suede pictured on the table is not the exact piece you will receive but will be similar in size, color & shape. PLEASE NOTE: Suede does not have a protective topcoat & will need to be treated with stain protector if desired (available at most large retailers). Beautiful suede leather at an exceptional price! Approx Weight 3.0 oz/sq.ft. Approx Thickness: 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_25.jpg,https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg,https://www.leatherhidestore.com/purple-suede.html
DELILAH'S PINK NUBUCK,Shop By Color,,$179.55,$269.55,Pink,APPROX. 29 sq ft *Photo table 5 ft wide,STOCK ITEM,STANDARD,DISTRESSED NUBUCK,LOW SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Tapestry is a distinctively styled waxed Nubuck from Italy that offers a fresh approach to today's design aesthetic. Produced on the finest European hides, Tapestry is aniline dyed and then hand distressed to create a warm and inviting multitone appearance. The final step is the application of a light wax topcoat that gives both a soft touch to the leather along with lasting protection against wear and staining. Tapestry is a bold addition to the family of fine nubuck leathers! Approx Weight 2.8 - 3.2 oz/sq.ft. Approx Thickness: 1.1 -1.3 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/t/y/ty_2-1.jpg,,https://www.leatherhidestore.com/ty-a-delilah's-pink.html
BADLANDS,Shop By Color,,$180.25,$272.50,ESPRESSO BROWN WITH DARK BURGUNDY UNDERTONE,Approx 35 sq ft *This is a half hide,STOCK ITEM,STANDARD,HEAVY DISTRESS,MEDIUM,FIRM WITH HEAVY WAX (SOFTENS WHEN WORKED),PREMIUM FULL GRAIN,GORGEOUS VINTAGE DISTRESS EQUAL TO POTTERY BARN AND RESTORATION HARDWARE AT EXCEPTIONAL SAVINGS! Please note these are made on Brahman cowhides so a hump hole is likely (see example on Natuural Leather markings page under Leather Buyers Guide). Hides are made to order so delivery time can take up to 15 business days - please contact us for current inventory. Hides are shipped rolled. Approx Weight 2.6 oz/sq.ft. Approx Thickness: 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/b/4/b4_1.jpg,,https://www.leatherhidestore.com/cp-15-badlands-leather-cow-hides-upholstery-skins-1.html
BALLET SLIPPER,Shop By Color,,$135.80,$196.00,SOFT PINK,APPROX. 28 sq ft *This is a half hide,CLOSEOUT ITEM,STANDARD,NATURAL MILL PEBBLE,MEDIUM SHEEN,SUPPLE AND SOFT,PREMIUM FULL GRAIN,"Ballet Slipper combines rich color, supple soft feel and a premium top grain cowhide into a leather that exudes luxury. Ballet Slipper is a slightly heavyweight upholstery hide that is extra plush. The grain is a natural mill pebble that has subtle variations across the hide as nature intended. While very soft, Ballet Slipper is also wear resistant and appropriate for everyday use. An exceptional leather at an exceptional price! Approx weight of hide: 3.5 oz/sq.ft. Approx thickness: 1.3-1.4 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/b/a/ballet_slipper_c2_1_6.jpg,"https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg, https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg",https://www.leatherhidestore.com/ul41a-pink-leather-hide.html
PURPLE SNAPDRAGON NUBUCK,Shop By Color,,$179.50,$278.50,Purple,APPROX. 30 sq ft *Photo table 5 ft wide,STOCK ITEM,STANDARD,DISTRESSED NUBUCK,LOW SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Tapestry is a distinctively styled waxed Nubuck from Italy that offers a fresh approach to today's design aesthetic. Produced on the finest European hides, Tapestry is aniline dyed and then hand distressed to create a warm and inviting multitone appearance. The final step is the application of a light wax topcoat that gives both a soft touch to the leather along with lasting protection against wear and staining. Tapestry is a bold addition to the family of fine nubuck leathers! Approx Weight 2.8 - 3.2 oz/sq.ft. Approx Thickness: 1.1 -1.3 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/t/y/ty_2-6_1.jpg,,https://www.leatherhidestore.com/ty-12-a-purple-snapdragon.html
ORCHID,Shop By Color,,$278.25,$512.00,DARK ORCHID,APPROX 53 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,"Finished in Italy, Euro Smooth is the new leader in style and performance. All the rage in Europe, these silky-smooth leathers present a fresh, distinctive color palette being widely used in handbags, home decor and luxury automobiles. Produced on top grain European hides with premium micro-pigments, the finish is rich, consistent and extremely durable. Add in the luxurious touch and Euro Smooth is certain to make any project an absolute showpiece! Order a sample today! Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0- 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/e/u/euro_smooth_orchid_c2_2.jpg,,https://www.leatherhidestore.com/eo-14%20orchid.html
FRENCH ROSE,Shop By Color,,$267.75,$408.00,SOFT NUDE PINK,APPROX 51 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,"Finished in Italy, Euro Smooth is the new leader in style and performance. All the rage in Europe, these silky-smooth leathers present a fresh, distinctive color palette being widely used in handbags, home decor and luxury automobiles. Produced on top grain European hides with premium micro-pigments, the finish is rich, consistent and extremely durable. Add in the luxurious touch and Euro Smooth is certain to make any project an absolute showpiece! Order a sample today! Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0- 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/d/u/dusty_rose_c1.jpg,,https://www.leatherhidestore.com/eo-15%20dusty%20rose.html
PURPLE KNOCKOUT,Shop By Color,,$146.40,$188.25,"RICH, VIBRANT PURPLE",APPROX. 34 sq ft *This is a half hide,STOCK ITEM,STANDARD,NATURAL GRAIN,MEDIUM,VERY SOFT,FINE TOP GRAIN,"Gorgeous leather with a rich, vibrant color! Purple knockout has a light waxy feel that is very supple yet durable and resistant to wear and tear - an ""essential"" leather for everyday use. Great quality at an exceptional price! Approx Weight 2.6 oz/sq.ft. Approx Thickness: 1.0 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/p/2/p2_3.jpg,,https://www.leatherhidestore.com/es-purple-leather-upholstery-cowhide.html
ORCHID,Shop By Color,,$148.75,$226.00,ROYAL PURPLE,APPROX 27 sq ft *This is a half hide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,"Finished in Italy, Euro Smooth is the new leader in style and performance. All the rage in Europe, these silky-smooth leathers present a fresh, distinctive color palette being widely used in handbags, home decor and luxury automobiles. Produced on top grain European hides with premium micro-pigments, the finish is rich, consistent and extremely durable. Add in the luxurious touch and Euro Smooth is certain to make any project an absolute showpiece! Order a sample today! Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0- 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/e/u/euro_smooth_orchid_c2.jpg,,https://www.leatherhidestore.com/eo-14-a%20orchid.html
FRENCH ROSE,Shop By Color,,$143.50,$218.00,SOFT NUDE PINK,APPROX 26 sq ft *This is a half hide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,"Finished in Italy, Euro Smooth is the new leader in style and performance. All the rage in Europe, these silky-smooth leathers present a fresh, distinctive color palette being widely used in handbags, home decor and luxury automobiles. Produced on top grain European hides with premium micro-pigments, the finish is rich, consistent and extremely durable. Add in the luxurious touch and Euro Smooth is certain to make any project an absolute showpiece! Order a sample today! Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0- 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/d/u/dusty_rose_c1_1.jpg,,https://www.leatherhidestore.com/eo-15-a-dusty%20rose.html
ACORN DISTRESS,Leather Remnants,Acorn Distress,$82.50,,RICH TAN BROWN,"APPROX 22 sq ft (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH A LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Acorn Distress is a beautiful brown distressed leather. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6 oz/sq ft. Approx. thickness: 1.0â€“1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/0/000a_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/31915/s/acorn-distress-18/category/2539/
SWEET CASHEW,Leather Remnants,Sweet Cashew,$63.75,,MEDIUM BROWN WITH LIGHT UNDERTONES,"APPROX 17 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Sweet Cashew is a beautiful soft brown leather with gorgeous light undertones. This is a mixed lot, meaning color will vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6â€“3.0 oz/sq ft. Approx. thickness: 1.0â€“1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/s/0sweet1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/sweet-cashew-mix-lot-18.html
HOUSE SPARROW,Leather Remnants,House Sparrow,$97.50,,SANDY BROWN,"APPROX 26 sq ft (table is 5 foot wide, grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM,BUTTERY SOFT,FULL-GRAIN,"House Sparrow is a beautiful light brown leather with a rich, buttery soft feel. These partial hides are part of a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for smaller projects. Some remnants may have deep fold lines that can impact use, please review images carefully or contact us if a specific yield or multiple matching pieces are required. The picture shown is the hide you will receive. Approx Weight: 2.6â€“3.0 oz/sq ft. Approx Thickness: 1.0â€“1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/h/1hs_1_2_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/house-sparrow-19.html
ITALIAN SILK LIGHT GREY,Leather Remnants,Italian SIlk Light Grey,$71.25,,NATURAL GREY,"APPROX 19 SF (table is 5 ft wide, grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM,BUTTERY SOFT,FULL-GRAIN,"Italian Silk Light Grey is a beautiful leather with a rich, buttery soft feel. This is a mixed lot, meaning color will vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact yield, please review images carefully. The piece pictured is the piece you will receive. LHS is proud to offer this premium full grain leather as a partial hide at great savings. Approx. weight: 2.6â€“3.0 oz/sq ft. Approx. thickness: 1.0â€“1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/a/i/aisl2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/italian-silk-light-grey-24.html
ROASTED CASHEW,Leather Remnants,Roasted Cashew Distress,$105.28,,SOFT BROWN,"APPROX 28 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Roasted Cashew is a beautiful soft brown leather with gorgeous light undertones. This is a mixed lot, meaning color will vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6â€“3.0 oz/sq ft. Approx. thickness: 1.0â€“1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/a/r/araosted_cashew_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/roasted-cashew-mix-lot-18.html
HOUSE SPARROW,Leather Remnants,House Sparrow,$67.50,,SANDY BROWN,"APPROX 18 sq ft (table is 5 foot wide, grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM,BUTTERY SOFT,FULL-GRAIN,"House Sparrow is a beautiful light brown leather with a rich, buttery soft feel. These partial hides are part of a mixed lot, meaning color may slightly vary from hide to hide and are generally ideal for smaller projects. Some remnants may have deep fold lines that can impact use, please review images carefully or contact us if a specific yield or multiple matching pieces are required. The picture shown is the hide you will receive. Approx Weight: 2.6â€“3.0 oz/sq ft. Approx Thickness: 1.0â€“1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/h/1hs_1_2_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/house-sparrow-21.html
GOLD RUSH DISTRESS,Leather Remnants,Gold Rush Distress,$138.75,,LIGHT BROWN WITH GOLDEN UNDERTONES,"APPROX 37 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH A LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Gold Rush Distress is a beautiful light brown distressed leather with stunning golden undertones. This is a mixed lot, meaning color and undertones will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6 oz/sq ft. Approx. thickness: 1.0â€“1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/0/00000final1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/gold-rush-distress-mix-lot-88.html
CHOCOLATE MOUSSE,Leather Remnants,Chocolate Mousse,$75.00,,RICH DISTRESSED BROWN WITH LIGHT UNDERTONES,"APPROX 20 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Chocolate Mousse is a rich chocolate brown distressed leather with gorgeous undertones. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6â€“3.0 oz/sq ft. Approx. thickness: 1.0â€“1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/0/000a1_5_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/chocolate-mousse-mix-lot-96.html
SWEET CASHEW,Leather Remnants,Sweet Cashew,$78.75,,MEDIUM BROWN WITH LIGHT UNDERTONES,"APPROX 21 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Sweet Cashew is a beautiful soft brown leather with gorgeous light undertones. This is a mixed lot, meaning color will vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6â€“3.0 oz/sq ft. Approx. thickness: 1.0â€“1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/s/0sweet1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/sweet-cashew-mix-lot-17.html
WESTERN COGNAC,Leather Remnants,Western Cognac,$78.75,,REDWOOD BROWN WITH LIGHT UNDERTONES,"APPROX 21 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH A LIGHT WAXY FEEL,PREMIUM FULL GRAIN,"Western Cognac is a beautiful redwood brown leather with stunning light brown undertones. This is a mixed lot, meaning color and undertones will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6 oz/sq ft. Approx. thickness: 1.0â€“1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/0/00a_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/western-cognac-mix-lot-70.html
CHOCOLATE MOUSSE,Leather Remnants,Chocolate Mousse,$75.00,,RICH DISTRESSED BROWN WITH LIGHT UNDERTONES,"APPROX 20 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Chocolate Mousse is a rich chocolate brown distressed leather with gorgeous undertones. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6â€“3.0 oz/sq ft. Approx. thickness: 1.0â€“1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/0/000a1_5_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/chocolate-mousse-mix-lot-76.html
CHOCOLATE MOUSSE,Leather Remnants,Chocolate Mousse,$60.00,,RICH DISTRESSED BROWN WITH LIGHT UNDERTONES,"APPROX 16 SF (Table is 5 foot wide, Grid squares are 12 x 12)",CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,PREMIUM FULL GRAIN,"Chocolate Mousse is a rich chocolate brown distressed leather with gorgeous undertones. This is a mixed lot, meaning color will slightly vary from hide to hide and are generally ideal for smaller projects. Remnants may have deep fold lines that could impact use, please review images carefully. The piece pictured is the piece you will receive. Please contact our sales team with any questions or concerns. LHS is proud to offer this premium full-grain leather as a partial hide at true wholesale prices! Approx. weight: 2.6â€“3.0 oz/sq ft. Approx. thickness: 1.0â€“1.2 mm.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/0/000a1_5_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1.jpg,,https://www.leatherhidestore.com/chocolate-mousse-mix-lot-89.html
